# Digital Twin Training Data Generated on 2026-03-29 12:02:33
# Total Samples: 324
# Date Range: 2000-01 to 2026-12
# Calibration Factor: 0.033413 kg/score_unit
# Model Parameters: prod_weight=1.0, rain_weight=0.3, temp_weight=0.1
# Features: production_volume, production_capacity, rain_sum, temperature_mean, humidity_mean, wind_speed_mean
# Targets: Total_Waste_kg = Sum(Solid_Waste_Limestone_kg + Solid_Waste_Gypsum_kg + Solid_Waste_Industrial_Salt_kg)
# Additional: Total_Solid_Waste_kg, Total_Liquid_Waste_Liters (Bittern + Magnesium Oil)
# Potential Products: Potential_Epsom_Salt_kg, Potential_Potash_kg (derived from Bittern)
#
Year,Month,production_volume,production_capacity,rain_sum,temperature_mean,humidity_mean,wind_speed_mean,Total_Waste_kg,Solid_Waste_Gypsum_kg,Solid_Waste_Limestone_kg,Solid_Waste_Industrial_Salt_kg,Total_Solid_Waste_kg,Liquid_Waste_Bittern_Liters,Bittern_Mg_Concentration_gL,Bittern_K_Concentration_gL,Bittern_SO4_Concentration_gL,Bittern_Ca_Concentration_gL,Bittern_Magnesium_kg,Bittern_Potassium_kg,Bittern_Sulfate_kg,Bittern_Calcium_kg,Potential_Epsom_Salt_kg,Potential_Potash_kg,Potential_Magnesium_Oil_Liters,Bittern_Requires_Dilution,Total_Liquid_Waste_Liters
2007,8,4658896.82,6602753.78,0.0,27.45,81.76,12.75,167874.2007,1836.3042,7850.2622,158187.6343,167874.2007,5488116.9103,14.0669,3.3815,19.1592,0.0665,78643.4399,18905.1495,107112.6624,371.6609,923060.3031,146488.831,2101557.3638,1.0,7589674.274
2007,9,1955800.11,2217048.46,433.06,26.36,100.0,10.49,87249.7316,1207.9824,3845.1298,82196.6194,87249.7316,2346960.132,6.348,1.526,8.646,0.03,14898.5029,3581.4612,20291.8173,70.4088,374934.7232,62246.646,927173.8881,1.0,3274134.0201
2007,10,3415863.62,4503113.74,414.48,28.1,100.0,19.86,151679.3274,1525.1444,6008.5474,144145.6356,151679.3274,4099036.344,6.348,1.526,8.646,0.03,26020.6827,6255.1295,35440.2682,122.9711,615483.7546,90960.437,1244763.1231,1.0,5343799.4671
2007,11,2237387.42,2407019.42,349.51,27.41,100.0,17.29,96288.268,1089.4913,2775.8725,92422.9042,96288.268,2684864.904,6.348,1.526,8.646,0.03,17043.5224,4097.1038,23213.342,80.5459,417482.0762,64291.1327,918714.6384,1.0,3603579.5424
2007,12,2378722.97,2539964.62,268.81,26.57,100.0,21.36,98331.6571,1102.3225,4071.7851,93157.5496,98331.6571,2803922.9029,6.348,1.526,8.646,0.03,18120.1601,4355.9175,24679.7266,85.634,444082.3815,77140.9114,861086.8726,1.0,3665009.7755
2008,1,1682687.03,2031989.63,246.48,26.36,99.41,18.43,68771.914,977.9602,3132.2529,64661.7009,68771.914,1988308.2232,6.5032,1.5633,8.8574,0.0307,13131.519,3156.6947,17885.1785,62.0582,309978.8708,49429.3522,711257.5951,1.0,2699565.8183
2008,2,539634.42,692745.5,312.37,27.6,100.0,12.12,22831.7172,313.0622,790.9889,21727.6661,22831.7172,647561.304,6.348,1.526,8.646,0.03,4110.7192,988.1785,5598.815,19.4268,104918.843,17520.3271,238846.8363,1.0,886408.1403
2008,3,3247933.79,4664306.91,11.25,28.92,78.29,10.99,118221.2306,1439.8076,4791.4119,111990.0112,118221.2306,3733489.6744,14.2469,3.4248,19.4043,0.0673,55527.5913,13348.3151,75628.7892,262.4177,633799.8927,91619.8971,1377013.3776,1.0,5110503.0519
2008,4,3936583.15,5949206.99,0.0,29.3,76.49,11.29,142542.2822,2828.0576,3367.6642,136346.5603,142542.2822,4712865.4503,15.7515,3.7865,21.4537,0.0744,74408.7403,17887.1673,101344.9856,351.6481,734114.138,139554.3312,1597417.2117,1.0,6310282.662
2008,5,1405952.78,1600273.07,331.66,28.88,99.55,22.54,60200.8067,685.8056,2227.3504,57287.6507,60200.8067,1680051.2679,6.4812,1.558,8.8275,0.0306,10934.7822,2628.6197,14893.2147,51.6767,266928.0155,44122.083,586152.7226,1.0,2266203.9905
2008,6,2633491.21,3979057.97,428.22,27.98,100.0,19.37,117633.7952,2286.8505,2707.6673,112639.2774,117633.7952,3131608.4561,6.348,1.526,8.646,0.03,20060.8826,4822.4491,27322.998,94.8057,479060.6827,77121.3575,1246689.3737,1.0,4378297.8299
2008,7,4708940.82,5359965.08,28.38,26.68,85.55,10.12,172010.4409,3364.6053,4982.9618,163662.8738,172010.4409,5642974.206,10.4793,2.5191,14.2728,0.0495,59215.5226,14234.8594,80651.7657,279.8465,869071.5813,119025.2353,2174780.797,1.0,7817755.003
2008,8,4735139.74,5102989.88,21.09,27.25,83.64,14.83,172533.085,2088.8666,7301.2125,163143.0059,172533.085,5623931.0798,13.5795,3.2644,18.4954,0.0642,77161.098,18548.8084,105093.7072,364.6555,951282.0954,112977.0866,2248346.8962,1.0,7872277.976
2008,9,2458972.83,2806955.68,409.8,27.55,100.0,10.51,108829.3631,1160.1317,4483.5273,103185.7041,108829.3631,2948810.9443,6.348,1.526,8.646,0.03,18731.4714,4502.871,25512.3349,88.523,462893.7578,62249.343,1122976.5666,1.0,4071787.5109
2008,10,2461050.86,2854630.32,414.36,27.14,100.0,22.13,109049.9873,1441.0909,3125.6805,104483.2159,109049.9873,2953261.032,6.348,1.526,8.646,0.03,18747.301,4506.6763,25533.8949,88.5978,471130.0105,65740.447,1075127.6033,1.0,4028388.6353
2008,11,2480650.64,3004083.91,398.57,27.78,100.0,15.63,109284.77,1940.183,4304.6199,103039.9671,109284.77,2976780.768,6.348,1.526,8.646,0.03,18896.6043,4542.5675,25737.2465,89.3034,462675.6397,74321.1492,977656.3957,1.0,3954437.1637
2008,12,2051787.66,3067832.74,232.3,26.08,98.56,21.41,83219.0513,1488.7326,2982.8801,78747.4386,83219.0513,2445342.5653,6.7978,1.6341,9.2586,0.0321,16737.1442,4023.4534,22796.0537,79.098,410420.0432,59515.1733,956115.0398,1.0,3401457.605
2009,1,2088181.53,2486482.26,272.54,26.39,99.86,16.47,86441.5203,1421.2276,2413.6228,82606.6699,86441.5203,2505817.836,6.3791,1.5335,8.6884,0.0301,15984.9648,3842.6365,21771.5826,75.5433,378287.5828,59138.5655,991501.9551,1.0,3497319.7911
2009,2,0.0,0.0,278.26,26.8,99.85,9.4,0.0,0.0,0.0,0.0,0.0,0.0,6.3671,1.5306,8.672,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,3,3033409.75,3554732.79,13.17,30.03,76.11,11.97,110850.9871,1516.2043,4497.6622,104837.1206,110850.9871,3515536.4488,16.09,3.8679,21.9146,0.076,58568.9964,14079.4405,79771.1946,276.7911,531414.9548,74230.9814,1236014.0668,1.0,4751550.5156
2009,4,3869198.83,4849474.67,66.13,29.12,81.42,9.99,145165.3953,2868.4883,4327.9525,137968.9545,145165.3953,4643038.596,11.2595,2.7067,15.3355,0.0532,52278.4084,12567.2418,71203.3899,247.0624,708114.4793,93647.6585,1750499.009,1.0,6393537.605
2009,5,2914437.36,3618674.21,374.03,29.37,100.0,18.94,127403.7656,1588.22,5474.4451,120341.1005,127403.7656,3497324.832,6.348,1.526,8.646,0.03,22201.018,5336.9177,30237.8705,104.9197,558458.2199,96087.0555,1214904.1375,1.0,4712228.9695
2009,6,2322783.57,3277296.39,386.35,27.38,100.0,19.12,101672.2205,1312.0846,2922.5922,97437.5437,101672.2205,2787340.284,6.348,1.526,8.646,0.03,17694.0361,4253.4813,24099.3441,83.6202,444301.3873,80558.0682,1033468.1081,1.0,3820808.3921
2009,7,3138137.39,4343034.06,0.0,27.25,81.19,12.29,113016.7041,1186.6517,5121.5215,106708.5308,113016.7041,3587411.3649,13.965,3.3571,19.0204,0.066,52588.9621,12641.8961,71626.3653,248.5301,598642.0726,106947.6396,1360756.3855,1.0,4948167.7503
2009,8,3154899.32,4039053.01,10.37,27.51,79.47,12.11,114354.5551,1329.6001,4007.0972,109017.8578,114354.5551,3785879.184,14.2103,3.416,19.3544,0.0672,53798.3333,12932.6176,73273.5334,254.2454,610668.772,104930.4463,1324639.6263,1.0,5110518.8103
2009,9,978603.61,1365577.06,414.83,27.23,100.0,9.59,43379.8822,864.6717,940.3383,41574.8722,43379.8822,1160039.2669,6.348,1.526,8.646,0.03,7454.6109,1792.0189,10153.2082,35.2297,175047.8674,32028.7761,391133.2314,1.0,1551172.4983
2009,10,1408935.68,1589745.86,453.0,27.09,100.0,21.48,63515.0991,1003.595,2252.6791,60258.825,63515.0991,1650401.6375,6.348,1.526,8.646,0.03,10732.7084,2580.043,14617.9895,50.7217,264615.4428,45530.8885,541743.6882,1.0,2192145.3257
2009,11,2826281.54,3564483.51,422.49,27.2,100.0,19.43,125710.3149,1674.7015,3766.4785,120269.1348,125710.3149,3391537.848,6.348,1.526,8.646,0.03,21529.4823,5175.4868,29323.2362,101.7461,555779.3151,93983.6791,1239488.6126,1.0,4631026.4606
2009,12,1587831.06,2306686.86,192.7,26.41,94.74,19.9,63190.7724,823.3321,2433.9889,59933.4513,63190.7724,1853674.066,8.0504,1.9352,10.9646,0.038,15339.1528,3687.3893,20891.9842,72.4913,290110.933,50283.1582,707506.5113,1.0,2561180.5773
2010,1,2135712.63,2517625.68,255.52,25.91,100.0,17.52,87582.5099,1325.8717,3749.5067,82507.1314,87582.5099,2562855.156,6.348,1.526,8.646,0.03,16269.0045,3910.917,22158.4457,76.8857,410512.5291,60721.2344,1007951.6762,1.0,3570806.8322
2010,2,2360281.46,2548079.08,302.93,27.61,99.7,14.05,99418.141,1487.5526,2594.376,95336.2124,99418.141,2754437.5428,6.404,1.5395,8.7222,0.0303,18138.1727,4360.2476,24704.2598,85.7192,434127.8767,59579.4574,1042886.6993,1.0,3797324.2422
2010,3,5070362.49,7037361.05,0.0,29.8,75.96,12.1,183838.0502,2127.5085,5721.2888,175989.2529,183838.0502,6084434.988,16.8293,4.0456,22.9215,0.0795,102396.5704,24615.1806,139464.516,483.9157,950362.93,139336.3316,2355536.7003,1.0,8439971.6883
2010,4,3782441.76,4604177.97,81.34,29.52,82.66,9.45,143208.214,2011.3986,4482.5238,136714.2916,143208.214,4538930.112,10.5059,2.5255,14.3091,0.0496,47685.5173,11463.1536,64947.8548,225.3569,687044.5248,126352.9137,1491382.74,1.0,6030312.852
2010,5,3174413.37,4164933.11,471.77,29.07,100.0,19.78,144897.715,1546.7868,4306.0123,139044.9159,144897.715,3762176.8665,6.348,1.526,8.646,0.03,24181.4113,5812.9858,32935.1736,114.2789,603355.4276,81991.5539,1493838.7444,1.0,5256015.6109
2010,6,1341650.9,1727109.67,374.38,26.98,100.0,21.52,58353.1744,1138.7174,2274.2622,54940.1949,58353.1744,1569572.2706,6.348,1.526,8.646,0.03,10220.1599,2456.8311,13919.8964,48.2994,244768.2282,32836.5033,564896.0585,1.0,2134468.3291
2010,7,4083401.64,4902029.69,102.24,27.74,88.16,12.91,155619.9894,2256.8855,6292.5607,147070.5432,155619.9894,4900081.968,9.7407,2.3416,13.2668,0.046,47730.0222,11473.8522,65008.4707,225.5672,828856.8045,117554.697,1881534.2614,1.0,6781616.2294
2010,8,3798278.74,5603936.23,57.73,26.95,85.46,11.18,141078.1308,2648.6996,5253.7345,133175.6967,141078.1308,4557934.488,10.4586,2.5142,14.2447,0.0494,47669.7171,11459.3554,64926.3349,225.2822,751031.2077,91785.2031,1480588.6187,1.0,6038523.1067
2010,9,2004503.67,2409202.7,352.06,27.0,100.0,11.0,86289.8919,1183.1319,3876.1157,81230.6443,86289.8919,2405404.404,6.348,1.526,8.646,0.03,15269.5072,3670.6471,20797.1265,72.1621,405106.9817,62166.4479,851111.9239,1.0,3256516.3279
2010,10,3569316.46,4027591.49,347.9,26.82,100.0,21.07,153292.9605,2303.4279,5971.1848,145018.3478,153292.9605,4201086.5527,6.348,1.526,8.646,0.03,27189.6251,6536.1323,37032.3721,128.4954,634882.9942,104653.0877,1649813.1654,1.0,5850899.718
2010,11,2411229.38,3311805.37,397.37,27.17,100.0,18.54,106028.0038,1606.3303,4225.3012,100196.3723,106028.0038,2893475.256,6.348,1.526,8.646,0.03,18367.7809,4415.4432,25016.9871,86.8043,465013.5226,68195.9125,970410.5945,1.0,3863885.8505
2010,12,1094718.07,1169764.92,300.42,26.49,100.0,19.65,45938.8235,803.1741,1164.1429,43971.5065,45938.8235,1313661.684,6.348,1.526,8.646,0.03,8339.1244,2004.6477,11357.9189,39.4099,208588.7354,34293.7525,415165.0941,1.0,1728826.7781
2011,1,2148956.22,3135947.4,230.38,26.49,96.42,21.1,87161.5342,1085.4682,3084.7707,82991.2953,87161.5342,2578747.464,7.4724,1.7963,10.1774,0.0353,19269.3133,4632.1632,26244.8775,91.0648,389789.6528,61658.6995,834019.3741,1.0,3412766.8381
2011,2,824433.29,1014972.57,326.13,28.03,98.92,8.71,35142.7098,401.6256,1469.9299,33271.1542,35142.7098,989319.948,6.4692,1.5551,8.8111,0.0306,6400.1022,1538.5249,8716.9634,30.2462,162091.6375,21826.8923,335563.4139,1.0,1324883.3619
2011,3,4135174.33,6309031.98,24.53,29.36,75.43,11.82,151790.4213,2024.3202,5610.4507,144155.6505,151790.4213,4962209.196,15.5316,3.7336,21.1541,0.0734,77070.9391,18527.135,104970.9104,364.2294,822888.9272,121638.3419,1579690.6142,1.0,6541899.8102
2011,4,4189846.63,4551548.11,0.0,29.28,78.49,10.77,151704.8635,2048.8053,6385.6473,143270.4108,151704.8635,5027815.956,14.5497,3.4976,19.8168,0.0688,73153.3013,17585.3714,99635.0729,345.715,791632.9682,104011.1164,1694159.8925,1.0,6721975.8485
2011,5,2849543.12,4367054.96,469.3,29.2,100.0,21.42,129963.1089,2106.0181,3947.2542,123909.8366,129963.1089,3419451.744,6.348,1.526,8.646,0.03,21706.6797,5218.0834,29564.5798,102.5836,563679.7407,74198.0339,1092506.3519,1.0,4511958.0959
2011,6,2478909.39,2989711.85,399.49,27.46,100.0,20.47,109178.0525,1555.6244,4525.7839,103096.6442,109178.0525,2958475.7875,6.348,1.526,8.646,0.03,18883.3402,4539.3789,25719.1807,89.2407,497487.7334,74170.7526,943138.5259,1.0,3901614.3134
2011,7,3449721.61,4068772.15,41.42,27.13,85.38,10.83,127063.1015,1606.8845,4504.08,120952.137,127063.1015,4139665.932,10.6509,2.5604,14.5065,0.0503,44091.116,10599.0931,60052.2667,208.3701,675756.4956,116529.1009,1563976.2389,1.0,5703642.1709
2011,8,4428956.83,5823711.47,0.0,27.5,80.93,10.65,159609.9049,3186.0654,3514.4833,152909.3563,159609.9049,5279744.1727,13.1012,3.1494,17.8439,0.0619,69629.6615,16738.3213,94835.8622,329.0627,879121.2968,150201.9292,1715393.4942,1.0,6995137.6669
2011,9,2313166.91,2593237.86,351.65,27.34,100.0,10.26,99633.2974,1757.8835,4191.457,93683.9569,99633.2974,2734332.0122,6.348,1.526,8.646,0.03,17620.7803,4235.8712,23999.5693,83.274,444260.2155,75530.5249,830946.5502,1.0,3565278.5624
2011,10,2897102.72,3185975.18,403.79,27.68,100.0,21.51,127907.0362,2552.5526,4580.4752,120774.0085,127907.0362,3476523.264,6.348,1.526,8.646,0.03,22068.9697,5305.1745,30058.0201,104.2957,589696.0742,92110.7943,1322613.3984,1.0,4799136.6624
2011,11,1057244.36,1240262.61,418.32,27.86,100.0,19.07,47003.4532,554.3381,1702.4838,44746.6314,47003.4532,1268693.232,6.348,1.526,8.646,0.03,8053.6646,1936.0259,10969.1217,38.0608,208196.09,31148.6009,465326.3039,1.0,1734019.5359
2011,12,1157388.69,1283923.9,261.49,26.42,100.0,21.26,47657.7193,501.3541,2019.811,45136.5542,47657.7193,1348901.3075,6.348,1.526,8.646,0.03,8816.5241,2119.4102,12008.1391,41.666,203191.5803,32688.3994,416077.4272,1.0,1764978.7347
2012,1,2867481.47,4019629.76,321.85,26.39,100.0,21.18,121535.736,2400.7478,4728.4983,114406.49,121535.736,3440977.764,6.348,1.526,8.646,0.03,21843.3268,5250.9321,29750.6937,103.2293,572370.4456,98155.5225,1355045.0797,1.0,4796022.8437
2012,2,1511497.59,2068933.0,267.65,27.04,98.72,9.19,62514.96,847.2776,2582.9644,59084.718,62514.96,1784333.5508,6.5125,1.5655,8.87,0.0308,11812.3213,2839.5719,16088.4263,55.8238,291702.6422,36803.0365,572861.5247,1.0,2357195.0755
2012,3,3734962.2,5362645.17,12.75,29.42,78.64,10.89,136239.1241,1474.4783,5370.6267,129394.0191,136239.1241,4362844.6795,14.1268,3.3959,19.2407,0.0668,63315.4546,15220.4448,86235.8886,299.2224,694528.5791,100627.4187,1667645.553,1.0,6030490.2325
2012,4,4481792.49,5450404.12,25.26,29.08,81.1,10.97,164459.5737,3023.1459,5255.1541,156181.2736,164459.5737,5378150.988,12.8207,3.082,17.4619,0.0606,68951.7314,16575.3532,93912.5188,325.8588,845596.33,153804.0756,1832231.0606,1.0,7210382.0486
2012,5,3564155.4,5027543.9,360.28,28.62,100.0,20.52,154568.338,1832.0527,5677.2561,147059.0292,154568.338,4276986.48,6.348,1.526,8.646,0.03,27150.3102,6526.6814,36978.8251,128.3096,665383.0243,94893.9182,1361295.4153,1.0,5638281.8953
2012,6,2706130.12,3549654.03,359.23,27.59,100.0,20.34,117034.9149,1478.4405,4959.2547,110597.2197,117034.9149,3247356.144,6.348,1.526,8.646,0.03,20614.2168,4955.4655,28076.6412,97.4207,487145.8575,93220.8473,1231590.6068,1.0,4478946.7508
2012,7,3764032.43,4983059.0,95.35,27.54,86.58,9.72,142856.925,2281.2975,5061.5907,135514.0368,142856.925,4516838.916,9.2894,2.2331,12.6522,0.0439,41958.7009,10086.4804,57147.9093,198.2925,767822.6601,125091.5454,1534761.2039,1.0,6051600.1199
2012,8,3166893.47,3794783.05,12.48,27.43,81.74,8.34,114899.0774,1471.9143,4024.1233,109403.0397,114899.0774,3800272.164,11.1023,2.6689,15.1213,0.0525,42191.5787,10142.462,57465.0897,199.3931,583227.4688,90437.0347,1444652.8566,1.0,5244925.0206
2012,9,2048011.64,2840200.32,453.46,27.09,100.0,10.79,92343.6562,1488.0844,3562.1968,87293.3751,92343.6562,2457613.968,6.348,1.526,8.646,0.03,15600.9335,3750.3189,21248.5304,73.7284,401991.9152,56956.4251,945716.7006,1.0,3403330.6686
2012,10,2570216.63,2713968.33,342.98,27.63,100.0,22.16,110329.4275,2171.3674,4116.3679,104041.6923,110329.4275,3048290.1306,6.348,1.526,8.646,0.03,19578.8822,4706.5807,26666.5116,92.5278,484477.8293,76253.5251,989675.7416,1.0,4037965.8721
2012,11,1684830.21,2046267.98,484.26,27.17,100.0,21.2,77021.2052,912.4182,3415.2341,72693.5529,77021.2052,1943270.5174,6.348,1.526,8.646,0.03,12834.3626,3085.2611,17480.4504,60.6539,304786.7307,47220.65,744457.0578,1.0,2687727.5751
2012,12,2439760.05,3057934.02,294.25,26.1,100.0,20.41,101989.6399,1936.1575,2843.0148,97210.4676,101989.6399,2865767.8227,6.348,1.526,8.646,0.03,18585.1162,4467.6886,25312.9985,87.8314,452763.7349,66680.534,862828.5524,1.0,3728596.375
2013,1,2669343.38,3382364.35,299.7,26.48,100.0,18.69,111975.429,1176.1334,4764.121,106035.1746,111975.429,3203212.056,6.348,1.526,8.646,0.03,20333.9901,4888.1016,27694.9714,96.0964,483862.1746,86230.8291,1107647.9844,1.0,4310860.0404
2013,2,2127847.01,2808065.41,303.98,26.84,100.0,9.19,89516.0761,1618.8139,3070.0538,84827.2084,89516.0761,2553416.412,6.348,1.526,8.646,0.03,16209.0874,3896.5134,22076.8383,76.6025,425073.5427,60889.0506,883258.4052,1.0,3436674.8172
2013,3,4330472.69,6563333.84,50.4,29.24,80.82,14.28,161155.5673,2678.0473,3966.4542,154511.0658,161155.5673,5196567.228,14.0824,3.3853,19.1803,0.0666,73180.2157,17591.8414,99671.7304,345.8422,787467.3283,122361.8123,1845126.0955,1.0,7041693.3235
2013,4,3369161.72,4421255.16,86.06,29.18,83.34,13.18,127770.3374,1813.2947,5745.8151,120211.2276,127770.3374,4042994.064,11.7646,2.8281,16.0234,0.0556,47564.178,11433.9848,64782.5902,224.7834,620050.0372,116411.1497,1438109.3681,1.0,5481103.4321
2013,5,2221801.27,2388285.72,386.03,28.75,100.0,19.64,97528.3797,1502.2262,2724.7908,93301.3626,97528.3797,2666161.524,6.348,1.526,8.646,0.03,16924.7934,4068.5625,23051.6325,79.9848,444964.5435,64822.4306,900906.773,1.0,3567068.297
2013,6,2621738.39,3259941.62,376.5,27.41,100.0,21.79,114247.7844,1446.2952,3618.7707,109182.7185,114247.7844,3146086.068,6.348,1.526,8.646,0.03,19971.3544,4800.9273,27201.0601,94.3826,534226.3235,63732.4551,1133701.1774,1.0,4279787.2454
2013,7,4349001.37,6067221.31,91.94,27.68,86.75,9.76,164819.1626,1687.2665,7431.1465,155700.7495,164819.1626,5156699.3915,9.3131,2.2388,12.6845,0.044,48603.4512,11683.8164,66198.0843,229.6949,859616.3437,153395.8519,1616862.2285,1.0,6773561.62
2013,8,4193806.61,6304705.65,54.24,27.18,84.64,12.51,155567.7427,2659.3355,5818.3623,147090.0449,155567.7427,5027841.0114,11.3158,2.7202,15.4121,0.0535,56947.3943,13689.6225,77562.5664,269.1276,781476.5242,146020.7353,1696756.5525,1.0,6724597.564
2013,9,2122803.43,2380639.44,355.32,27.33,100.0,11.05,91588.0719,1401.2431,3371.2789,86815.55,91588.0719,2498006.7589,6.348,1.526,8.646,0.03,16170.6674,3887.2776,22024.5101,76.4209,382762.9489,64248.6309,950599.5679,1.0,3448606.3269
2013,10,1996015.25,2632145.91,356.45,27.46,100.0,19.01,86187.8012,1069.1869,3393.0935,81725.5208,86187.8012,2395218.3,6.348,1.526,8.646,0.03,15204.8458,3655.1031,20709.0574,71.8565,391492.8667,67690.4185,879785.749,1.0,3275004.049
2013,11,1945302.77,2565880.62,367.46,27.71,100.0,19.01,84473.8401,1123.7425,3222.4594,80127.6381,84473.8401,2334363.324,6.348,1.526,8.646,0.03,14818.5384,3562.2384,20182.9053,70.0309,376496.9398,66542.7663,747353.0426,1.0,3081716.3666
2013,12,2995086.83,3388663.07,286.28,26.45,100.0,21.88,124825.5672,2001.1412,4004.8613,118819.5647,124825.5672,3594104.196,6.348,1.526,8.646,0.03,22815.3734,5484.603,31074.6249,107.8231,588177.4849,92561.0921,1232440.745,1.0,4826544.941
2014,1,1054541.19,1464640.86,321.2,26.03,100.0,18.51,44645.8382,561.9088,2043.9807,42039.9488,44645.8382,1198543.0194,6.348,1.526,8.646,0.03,8033.073,1931.0758,10941.0758,37.9635,180449.0951,31538.1653,410668.5832,1.0,1609211.6026
2014,2,1815987.63,1932743.06,216.44,27.37,96.09,9.61,73301.4066,1118.1912,2849.8288,69333.3866,73301.4066,2179185.156,6.9452,1.6696,9.4594,0.0328,15134.9077,3638.2907,20613.8015,71.526,357291.9104,63202.125,826388.676,1.0,3005573.832
2014,3,3483729.61,5356834.5,87.17,29.71,81.75,11.81,132368.9363,2288.5784,4589.2394,125491.1185,132368.9363,4050296.1602,11.7404,2.8223,15.9905,0.0555,49080.5515,11798.5069,66847.8967,231.9497,670714.5347,85794.1275,1215101.2901,1.0,5265397.4504
2014,4,4156097.22,4434166.01,0.0,29.77,77.43,11.63,150677.2858,2994.4642,5513.0859,142169.7357,150677.2858,4987316.664,15.7966,3.7974,21.515,0.0747,78782.6746,18938.6203,107302.3006,372.3189,792395.201,126272.4625,1931896.2238,1.0,6919212.8878
2014,5,2251338.51,2643184.92,358.58,29.65,98.65,17.64,97779.4576,1583.2183,2855.4817,93340.7575,97779.4576,2701606.212,6.6537,1.5995,9.0623,0.0314,17975.6465,4321.1778,24482.8985,84.9511,415325.4842,54726.1573,887353.7411,1.0,3588959.9531
2014,6,3155073.17,4588096.61,484.76,26.95,100.0,20.62,144198.0195,2160.2737,6371.6954,135666.0504,144198.0195,3700515.7559,6.348,1.526,8.646,0.03,24034.0854,5777.57,32734.5152,113.5826,606093.4442,83347.1577,1224045.8352,1.0,4924561.591
2014,7,4280011.29,4924837.42,70.68,27.38,85.85,13.31,160257.8036,2685.3806,5868.0521,151704.3709,160257.8036,5136013.548,10.955,2.6335,14.9208,0.0518,56265.0921,13525.6034,76633.2682,265.9031,811072.8114,141561.5681,1774073.4089,1.0,6910086.9569
2014,8,4632736.78,5612969.26,63.18,27.25,84.63,10.94,172710.9588,2490.5497,5593.393,164627.0161,172710.9588,5423120.4194,10.5583,2.5381,14.3804,0.0499,58696.5564,14110.1048,79944.9317,277.3939,883777.0261,111794.7147,2068228.0939,1.0,7491348.5134
2014,9,937630.78,1137182.42,393.58,27.48,100.0,10.65,41186.5619,554.1573,1441.7586,39190.646,41186.5619,1125156.936,6.348,1.526,8.646,0.03,7142.4962,1716.9895,9728.1069,33.7547,186843.8282,28582.1242,346467.357,1.0,1471624.293
2014,10,2609197.28,3764853.59,426.41,27.35,100.0,18.85,116297.0234,2180.7246,4507.8758,109608.423,116297.0234,3099382.1563,6.348,1.526,8.646,0.03,19875.8212,4777.9621,27070.9436,93.9311,525093.6211,67478.3078,1153610.5144,1.0,4252992.6707
2014,11,2376016.55,2552712.3,380.52,27.13,100.0,20.79,103667.9112,1433.9505,2915.1189,99318.8418,103667.9112,2774957.1897,6.348,1.526,8.646,0.03,18099.5437,4350.9615,24651.6469,85.5366,428249.8624,67780.4757,845907.6022,1.0,3620864.7919
2014,12,1442343.37,1620728.88,297.75,26.45,100.0,21.56,60443.8834,716.1623,2219.4669,57508.2541,60443.8834,1726575.2218,6.348,1.526,8.646,0.03,10987.1949,2641.2192,14964.6009,51.9244,261043.9154,44966.2227,649829.7815,1.0,2376405.0033
2015,1,989785.82,1264821.01,203.86,26.35,95.49,20.36,39606.1946,420.6342,1555.163,37630.3974,39606.1946,1113553.7783,7.7968,1.8743,10.6193,0.0368,9260.6074,2226.1637,12612.9823,43.7647,168617.7802,28661.3804,397095.329,1.0,1510649.1073
2015,2,1955490.12,2317833.14,284.92,27.66,99.0,9.49,81671.0932,1375.5979,1908.3881,78387.1073,81671.0932,2341843.4309,6.4789,1.5575,8.8243,0.0306,15203.3214,3654.7367,20706.9813,71.8493,395723.7975,50175.3199,792044.1112,1.0,3133887.542
2015,3,3120340.25,3915631.56,0.0,29.34,75.69,14.01,112998.331,1666.8269,3877.0319,107454.4721,112998.331,3744408.3,18.4306,4.4305,25.1026,0.0871,69011.7354,16589.7776,93994.2445,326.1424,630740.6568,77611.6594,1228390.8914,1.0,4972799.1914
2015,4,4652358.24,6485051.95,87.09,29.08,83.17,11.51,176485.268,1870.0685,5660.829,168954.3705,176485.268,5460457.9162,11.0931,2.6667,15.1088,0.0524,61930.7693,14887.5794,84349.9419,292.6785,894646.9459,116853.1101,1865193.354,1.0,7325651.2702
2015,5,2754462.55,3988707.47,280.04,29.69,94.61,20.03,115304.517,1791.2231,4039.1732,109474.1207,115304.517,3262269.6666,7.9628,1.9142,10.8453,0.0376,26319.775,6327.0285,35847.6331,124.3846,526549.0456,72099.6566,1220829.8447,1.0,4483099.5113
2015,6,2614831.7,3590082.05,383.02,27.25,100.0,22.13,114248.6553,1149.872,5046.5534,108052.2299,114248.6553,3134987.7042,6.348,1.526,8.646,0.03,19918.742,4788.2798,27129.4019,94.1339,501362.2328,71654.0937,1170795.1103,1.0,4305782.8145
2015,7,5621985.11,6711178.72,33.89,27.18,82.46,11.35,206251.9238,3242.5339,5366.2504,197643.1395,206251.9238,6746382.132,11.9426,2.8709,16.2659,0.0564,80569.5013,19368.1567,109735.9654,380.7632,1036350.234,153061.7569,2157927.862,1.0,8904309.994
