# ML Training Dataset for Puttalam Salt Waste Digital Twin,,,,,,,,,,,,,,,,,,,,,,,
# Generated: 2026-03-12 09:11:23,,,,,,,,,,,,,,,,,,,,,,,
# Source: Research-grade stochastic physics model,,,,,,,,,,,,,,,,,,,,,,,
# Multi-layer uncertainty: Parametric, Process, Measurement,,,,,,,,,,,,,,,,,,,,,
# Weather persistence: Temperature (ρ=0.6), Humidity (ρ=0.5), Wind (ρ=0.4),,,,,,,,,,,,,,,,,,,,,
# Temporal correlation: ρ₁=0.24 (realistic operational variability),,,,,,,,,,,,,,,,,,,,,,,
# Random seed: 42 (reproducible),,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# INPUT FEATURES (7):,,,,,,,,,,,,,,,,,,,,,,,
#   Year, Month: Temporal,,,,,,,,,,,,,,,,,,,,,,
#   production_volume: Salt production (kg),,,,,,,,,,,,,,,,,,,,,,,
#   rain_sum: Monthly rainfall (mm),,,,,,,,,,,,,,,,,,,,,,,
#   temperature_mean: Average temperature (°C),,,,,,,,,,,,,,,,,,,,,,,
#   humidity_mean: Average relative humidity (%),,,,,,,,,,,,,,,,,,,,,,,
#   wind_speed_mean: Average wind speed (km/h),,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# TARGET VARIABLES (14):,,,,,,,,,,,,,,,,,,,,,,,
#   Solid waste: Gypsum, Limestone, Industrial_Salt (kg),,,,,,,,,,,,,,,,,,,,,
#   Bittern concentrations: Mg, K, SO4,,,,,,,,,,,,,,,,,,,,,
#   Bittern masses: Magnesium, Potassium, Sulfate,,,,,,,,,,,,,,,,,,,,,
#   Bittern volume: Liquid_Waste_Bittern_Liters,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# VALIDATION RESULTS:,,,,,,,,,,,,,,,,,,,,,,,
#   K concentration range: 1.22-5.02 g/L (research: 0.40-7.63 g/L) ✓,,,,,,,,,,,,,,,,,,,,,,,
#   CV: 27.2% (realistic industrial variability) ✓,,,,,,,,,,,,,,,,,,,,,,,
#   Weather correlations: r=0.63-0.69 (physics + uncertainty) ✓,,,,,,,,,,,,,,,,,,,,,,,
#   Volume-concentration independence: r=0.34 ✓,,,,,,,,,,,,,,,,,,,,,,,
#   Temporal autocorrelation: ρ₁=0.24 ✓,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# Documentation: docs/data_generation_methodology.md,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# COMPLETE DATASET: 324 samples (shuffled),,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
Year,Month,production_volume,rain_sum,temperature_mean,humidity_mean,wind_speed_mean,predicted_waste_kg,Solid_Waste_Gypsum_kg,Solid_Waste_Limestone_kg,Solid_Waste_Industrial_Salt_kg,Total_Solid_Waste_kg,Liquid_Waste_Bittern_Liters,Bittern_Mg_Concentration_gL,Bittern_K_Concentration_gL,Bittern_SO4_Concentration_gL,Bittern_Ca_Concentration_gL,Bittern_Magnesium_kg,Bittern_Potassium_kg,Bittern_Sulfate_kg,Bittern_Calcium_kg,Bittern_Requires_Dilution,Total_Liquid_Waste_Liters,Total_Waste_kg
2022,6,3278015.93,414.78,28.95,95.02,15.33,145843.9939,55273.89969,19528.39435,75035.41425,145843.9939,6020100.807,7.247608461,1.838345366,10.45448092,0.036857967,45115.09555,11302.22073,63029.70334,206.7701638,1,5873439.676,149837.7083
2011,9,2447059.39,491.09,27.35,92.67,17.56,112243.2585,38059.43773,13767.51608,59466.2043,112243.2585,4371455.195,6.685636195,1.595440324,8.9513867,0.030740259,28132.34966,6748.27518,38710.58529,140.7130284,1,4355806.499,111293.1581
2004,12,2615173.28,83.51,26.45,91.42,27.42,98361.22037,44306.41867,16245.44993,28785.92194,98361.22037,3260681.791,12.85399126,2.851845616,16.53323563,0.056717743,40404.26583,10228.87424,58638.08794,190.890453,1,3134955.799,89337.79055
2026,5,2363731.63,83.2,28.61,86.39,16.25,89376.78095,42859.57533,15217.79048,26935.48915,89376.78095,4200332.727,12.01302814,3.018514747,16.2789201,0.060379438,55410.48751,12919.48731,70477.74506,253.7658437,1,4133260.524,85012.85496
2000,7,3803043.7,19.13,28.03,89,11.88,138704.2877,75067.89847,26882.08934,36816.70149,138704.2877,6539464.313,10.91110226,2.639920722,14.62119033,0.050236966,66957.51995,16218.14639,92247.18791,323.3347224,1,6699695.318,138766.6893
2016,8,5214331.93,8.63,27.76,82.03,9.72,188944.6594,101682.7443,36558.77336,47670.35554,188944.6594,8882624.978,13.07665645,3.079428519,17.59187153,0.064047541,116835.7776,27408.51365,159191.9621,532.5416549,1,9004195.282,185911.8732
2002,7,3308531.15,5.46,27.64,88.31,15.51,119638.5858,62231.48057,22414.45057,28782.95634,119638.5858,5645480.026,10.73301092,2.671003921,15.53995548,0.049147729,58853.33392,14811.63481,82415.95485,271.3275336,1,5761344.743,113428.8875
2001,11,3595188.55,760.33,27.21,96.15,19.42,184263.6914,52907.98317,19178.85322,115112.6757,184263.6914,6737631.454,9.865194608,2.398816106,13.14378573,0.046107748,68555.73556,15439.2476,92809.40607,312.8467095,1,6462051.82,187199.5121
2022,12,1247016.78,98.48,27.18,88.49,18.97,47363.61964,22937.16225,8318.32679,15517.83863,47363.61964,2020893.082,10.04603055,2.470469523,14.50144283,0.049685739,20555.80236,5238.164304,28024.02338,105.786991,1,2138843.879,46773.32767
2020,9,2241172.46,509.5,27.03,92.45,16.58,103558.2032,35580.34193,12932.48654,57347.495,103558.2032,3813971.986,7.386430131,1.848603886,10.1336373,0.034616414,28655.40143,6955.811484,38914.5397,135.8433693,1,3986859.042,105860.3235
2004,9,1820544.22,292.18,27.56,91.37,16.78,76282.66581,30660.37625,11056.35435,34010.72803,76282.66581,3262210.559,8.227124316,1.942258121,10.83416243,0.039656553,25307.71267,6404.643411,37509.37999,130.3913506,1,3228765.517,75727.45863
2014,1,2121993.28,319.33,26.57,92.55,21.59,89868.12112,32524.32573,11903.80709,38637.52586,89868.12112,3492337.791,8.972018455,2.213518687,12.67279527,0.04397054,31361.03876,7729.219046,46449.14783,156.4432765,1,3775910.209,83065.65868
2016,7,2368300.67,9.05,27.8,96.29,30.54,85845.87719,51611.36181,18545.22523,24230.49584,85845.87719,2072030.895,10.31223483,2.549051123,13.81153795,0.051652913,22304.14199,5451.225653,30273.89028,104.1403363,1,2144769.394,94387.08288
2021,10,2698532.25,176.84,26.79,88.46,13.14,106633.1343,51370.63432,18739.25933,44135.64053,106633.1343,4724896.328,8.406622443,2.021514872,11.58659083,0.039211899,39254.65775,9034.37461,53752.58542,180.3016916,1,4746628.277,114245.5342
2006,10,4333030.79,459.89,26.78,94.61,17.36,195804.1638,68326.51598,24928.2691,102811.9718,195804.1638,7689180.802,8.206503477,2.074254129,10.39829576,0.036450162,63849.91167,15659.86897,88159.64202,298.1398596,1,7754897.422,196066.7569
2012,5,2021081.99,260.92,28.36,86.55,15.39,83573.17374,33484.23084,11932.65772,34375.00373,83573.17374,3574132.981,7.765280076,1.743151284,10.26942048,0.037086488,26534.7481,6638.797207,38584.34809,132.9244183,1,3535714.518,79791.89229
2003,4,5529362.32,12.97,27.87,86.21,15.66,200899.1409,112018.8215,40209.38444,53521.20377,200899.1409,9806498.391,11.91496986,2.842263633,16.93623592,0.055239527,113056.429,26945.19347,151662.9137,532.0747839,1,9540883.725,205749.4097
2018,8,5937619.76,23.39,27.6,85.24,10.54,216819.7148,118701.3942,42779.13116,59727.68819,216819.7148,10322473.34,12.1468443,2.821429778,16.52287623,0.057839415,125813.2973,29632.45254,168389.7098,573.6229956,1,10348479.56,221208.2135
2025,7,3749766.14,6.17,28,87.63,24.52,135776.1651,72801.77728,26082.14143,33608.46937,135776.1651,4043689.429,17.08348906,4.002580502,21.89730645,0.077673714,66594.32726,16188.97746,89788.96096,307.8008283,1,4075051.71,132492.3881
2015,5,3320894.96,563.36,29.04,92.44,18.56,157672.1011,54560.11377,19250.96194,91846.3394,157672.1011,6408721.016,6.451906965,1.503276965,8.626588126,0.030039679,39457.38812,9861.984719,54105.69173,189.4931315,1,5907429.348,165657.4151
2012,10,2169957.34,392.46,27.74,94.64,14.66,95323.12846,34543.91805,12423.52363,46002.75508,95323.12846,3809729.057,8.54892406,1.977067054,11.36872782,0.039222334,30407.18188,7258.115762,42780.08639,150.1050114,1,3883934.311,92970.19676
2009,6,3371746.65,228.83,27.36,89.72,18.74,136933.1046,55413.07416,20041.98208,53716.26985,136933.1046,5742797.842,8.216388113,1.86405683,10.7342249,0.036191159,47040.76793,11118.64178,65135.89066,226.5092555,1,5952031.97,129171.3261
2009,3,3201906.09,12.02,27.19,86.75,15.25,116066.4936,62736.11956,22748.30173,30144.34332,116066.4936,5715863.548,16.28755218,3.732709248,21.80394522,0.078805622,88619.11069,21868.35267,124443.4631,434.6465515,1,5604669.785,115628.7646
2005,7,5752678.71,37.46,27.84,82.97,12.28,211820.8104,113631.5858,40806.4158,60561.82185,211820.8104,10221844.82,14.19425985,3.405049368,19.54825227,0.069268374,141221.746,34230.85893,183994.6235,659.5141242,1,9960859.064,214999.8234
2018,12,1210911.7,200.31,26.75,93.81,12.22,48414.58824,20135.31108,7349.491898,18387.96938,48414.58824,2030963.398,8.145553643,1.965345752,10.46168542,0.036739389,16341.44329,3808.638365,21538.45878,76.14008932,1,2162345.205,45872.77237
2001,7,4284404.91,11.92,27.43,88.82,18.21,155395.7689,86857.795,31382.2373,41565.7733,155395.7689,6382466.252,12.37336345,2.996312156,16.3418648,0.058720072,80882.72519,18987.28024,110948.1896,391.1323494,1,6494383.732,159805.8056
2021,5,1837321.29,551.82,28.63,94.8,13.98,86736.83158,28904.31515,10259.80775,48209.55416,86736.83158,3161759.149,8.660195972,2.113414624,12.47672367,0.043858207,27267.16066,7125.453362,37080.55086,128.1011561,1,3290029.99,87373.67707
2009,11,2802469.58,330.05,27.28,97.66,28.24,119479.0672,44081.38541,15962.55198,52880.94172,119479.0672,4421854.262,6.980419708,1.811511661,10.07600071,0.037321391,33254.71735,8451.425198,47056.82948,154.3513133,1,4578092.62,112924.8791
2001,8,4255822.96,11.04,26.91,85.53,19.68,154072.753,83535.11252,30417.46813,40120.64047,154072.753,6081590.407,16.39505816,3.892755209,23.50913767,0.080375392,95733.49502,22766.59339,138212.6794,466.6759824,1,6017336.135,154073.2211
2024,4,4131533.43,13.85,28.92,85.71,16.91,150598.6395,81064.61457,28652.83987,38296.31129,150598.6395,5570406.717,11.9494952,3.014116795,16.95485853,0.057483454,70225.34592,16367.62339,90512.73289,305.3886694,1,6364061.585,148013.7657
2007,9,1499224.61,719.56,26.98,93.04,10.55,75581.25664,21537.33279,7834.107612,45024.57497,75581.25664,2655859.539,7.532950937,1.949365132,11.23798162,0.03623152,20920.05863,5059.013724,29565.54708,96.01788168,1,2671418.358,74396.01538
2006,8,3716602.5,22.84,27.83,86.2,12.34,135757.0781,75253.75092,27028.49557,37643.9372,135757.0781,6926260.253,10.29587515,2.409111591,14.03627005,0.049207242,74220.05903,17067.95042,98795.51832,329.1585832,1,6495382.303,139926.1837
2019,10,2132512.87,370.7,27.57,93.73,19.47,92713.36305,34638.36931,12488.9898,44546.66548,92713.36305,3529451.508,10.12262343,2.442748517,13.58701896,0.047567008,34159.83649,8315.444625,47512.83193,164.5953312,1,3807210.769,91674.0246
2012,12,2285029.55,280.51,26.59,92.49,19.94,94998.88848,36891.90973,13498.25417,40537.78818,94998.88848,3975856.121,7.802710536,1.899820268,10.77248747,0.037483751,33205.83643,7557.590886,40144.87506,143.1021796,1,4065334.156,90927.95208
2006,1,2274906.6,349.61,26.45,94.41,16.98,97699.01947,39184.82512,14367.55968,49353.46549,97699.01947,3812933.821,7.618499706,1.866685241,10.58411292,0.037944667,30432.69235,7527.810922,42299.50614,146.6675038,1,4069163.351,102905.8503
2008,1,2324894.82,340.77,26.56,95.09,22.52,99458.22873,37211.52272,13621.36381,46037.65566,99458.22873,4263705.382,9.399634111,2.249808844,13.06105593,0.042840357,42203.93736,9728.98682,53748.60105,185.7568772,1,4166482.755,96870.54219
2001,4,4503871.18,21.14,27.81,84.92,15.03,164351.703,87029.4957,31267.19295,43215.16906,164351.703,7739195.762,12.27969633,2.911978487,16.88799496,0.056076661,92999.12375,22671.01389,128197.0703,428.0814611,1,7842440.757,161511.8577
2009,4,4090731.93,1.11,27.43,83.67,13.17,147484.7139,83526.93524,30178.77788,37932.83762,147484.7139,6688498.461,12.80786635,3.0560483,17.5945532,0.059305303,85678.24906,20790.4372,115889.8461,418.6849222,1,7097488.077,151638.5507
2000,11,2929521.57,212.74,27.42,94.31,13.81,118045.3149,51967.21064,18778.86068,48442.41849,118045.3149,4744624.735,6.802780671,1.625551251,9.342695109,0.033595991,32421.43565,7587.770636,42140.13934,151.7070071,1,5238619.297,119188.4898
2015,4,7320047.36,16.29,28.83,86.83,14.41,267118.4238,140920.2281,49874.65991,67421.18869,267118.4238,13714581.41,15.96901866,3.583154634,21.76908379,0.07956499,222719.9101,51554.74287,289866.2641,1019.525335,1,12816060.92,258216.0767
2005,10,2729021.34,381.27,27.22,91.93,17.4,119134.333,44522.43352,16136.72464,58623.71205,119134.333,4956689.396,7.187493994,1.74493028,10.00240335,0.033053927,37750.18406,8675.041902,47651.26645,174.9799475,1,4847606.09,119282.8702
2008,2,3020088.61,42.44,26.95,88.53,13.98,111248.351,60031.30098,21845.94845,33102.0734,111248.351,5363388.933,8.728013743,2.021946581,11.71896525,0.03884851,46052.00117,10978.89436,57715.91206,215.0155539,1,5313292.226,114979.3228
2013,8,2419159.22,35.49,28.33,85.54,12.19,89094.08299,47981.69626,17106.61263,25177.7263,89094.08299,4417220.872,13.76832847,3.188354547,16.72102609,0.061722548,57601.50259,13193.61082,78367.69541,270.051553,1,4219900.705,90266.03518
2005,9,1090097.28,103.57,27.55,84.45,16.92,41553.31495,21347.71535,7699.286469,14607.95246,41553.31495,1836930.821,11.32307154,2.550206716,14.62665634,0.052570019,18850.48305,4656.588603,26442.12373,88.08690082,1,1895588.328,43654.95428
2001,12,1408875.99,264.6,27.24,95.67,15.49,58211.3239,24752.21198,8968.517694,26042.33325,58211.3239,2796858.768,8.146880538,1.89337817,10.94554098,0.040327857,22057.49361,5251.269391,30715.98536,102.58804,1,2528955.883,59763.06293
2003,2,1869403.6,168,26.68,93.69,9.72,73518.99472,32281.74968,11795.43616,27129.50317,73518.99472,3194061.94,9.393207193,2.36672167,12.69661782,0.04659656,30325.73538,7573.557605,40541.42283,138.199373,1,3337103.523,71206.68901
2019,6,1829157.52,208.25,28.48,91.02,18.73,73726.50209,33039.58823,11753.46871,29989.71001,73726.50209,3143748.184,10.38238116,2.47527944,13.8097431,0.050717181,32727.99183,7820.113852,42237.23402,150.2164483,1,3240840.322,74782.76696
2005,8,3763227.27,54.71,27.5,83.72,16.57,139745.9772,74542.35564,26904.52719,42830.32575,139745.9772,6190882.116,15.85727358,3.711387246,20.62452651,0.073063921,102132.2619,21616.11236,130414.2671,483.6527412,1,6530202.841,144277.2086
2022,8,4826274.81,8.22,28.07,83.48,16.35,174986.3201,92376.75757,33060.92043,43024.65533,174986.3201,7234192.93,14.48015208,3.452739638,19.30792327,0.068080652,107324.14,23087.10015,138445.9583,495.0266604,1,7784822.334,168462.3333
2011,8,4803017.27,27.54,27.9,87.16,16.94,175925.419,101156.5714,36294.23559,51614.93979,175925.419,7405828.027,11.01619517,2.488743382,14.60224659,0.052014795,85023.43553,19178.91934,111762.7572,384.2791109,1,7891889.325,189065.7467
2010,6,3224361.37,119.37,28.18,86.4,14.69,124124.3663,58739.76556,20988.41972,41894.19754,124124.3663,5471541.601,9.287847978,2.30378801,13.26051586,0.041748629,48046.90859,11693.19377,66551.42607,227.9053774,1,5638333.249,121622.3828
2013,12,2526155.51,133.33,26.67,89.94,17.7,97589.20411,45572.94365,16654.41888,34696.35903,97589.20411,4720920.292,10.15326982,2.51441424,13.50285036,0.048001008,51120.31986,12023.36374,67926.18191,235.4834895,1,4462116.888,96923.72156
2007,3,5052653.2,93.97,27.93,88.39,12.84,191812.4866,92108.70731,33033.26139,60692.42407,191812.4866,8458321.841,10.20247741,2.495552228,13.570805,0.047522729,79925.88029,20011.05162,111843.5631,382.6696455,1,8885680.128,185834.3928
2023,11,2779679.61,69.26,27.28,87.94,22.48,103974.7479,53637.96449,19423.13718,32686.71199,103974.7479,3884763.028,13.61782012,3.197241818,18.05838433,0.063462265,49581.90733,11817.99769,70227.12298,239.8901818,1,3806792.537,105747.8137
2012,4,3321807.64,12.59,28.05,82.89,11.56,120723.5043,70048.71861,25077.29393,33319.88698,120723.5043,5360944.902,10.62696904,2.502436845,14.23674264,0.051093236,57264.66373,13470.48477,75984.37189,255.1424124,1,5750436.569,128445.8995
2022,11,2307095.97,165.47,27.29,90.76,18.05,90749.68049,41203.35211,14918.14321,34075.83624,90749.68049,3825451.836,8.60054739,2.091369422,12.39696763,0.040857949,34590.53356,9024.0748,48473.61064,159.9455945,1,4084636.512,90197.33155
2011,12,2801791.16,29,26.88,88.94,16.93,102433.4856,56562.08356,20605.1196,29491.07743,102433.4856,4672646.192,10.94480922,2.818806877,15.71026827,0.051477472,52008.99529,12256.41826,72777.44412,242.1774372,1,4818748.603,106658.2806
2019,11,1982110.16,225.07,27.39,93.74,17.53,80353.56666,34256.99441,12384.63874,32902.11493,80353.56666,3605291.818,8.058637457,1.847469452,10.28918705,0.037142744,29609.08716,6933.727214,36693.66306,132.2582861,1,3538793.409,79543.74808
2012,2,2566083.65,309.78,26.97,93.28,20.08,108282.4065,42310.68988,15392.6321,49042.84993,108282.4065,4751870.015,8.192736301,1.900125435,11.24359982,0.036751421,38902.4608,9280.099076,54522.46311,174.8000077,1,4575498.22,106746.1719
2017,8,4834476.93,5.74,27.16,83.67,13.03,174623.361,95854.28939,34772.65087,44713.28244,174623.361,8471487.887,11.68004763,2.551537819,15.01629806,0.052622916,95025.05743,21728.23703,134784.2392,439.5222565,1,8387898.048,175340.2227
2012,9,1675780.29,240.33,26.98,90.41,10.29,68382.2087,31455.80144,11441.90582,31488.83994,68382.2087,3030881.596,8.889817001,2.06573252,11.86491813,0.041918556,26469.55738,6540.774669,35608.05717,122.6715574,1,2963980.529,74386.5472
2017,5,2678485.17,103.44,28.52,83.52,17.9,102341.9708,54076.04781,19225.67206,36461.48707,102341.9708,4714182.468,10.48663677,2.316525051,13.90964497,0.045960777,44860.97514,10995.56767,62238.02221,226.3681016,1,4612283.051,109763.2069
2010,10,2873564.13,265.56,27.41,90.39,16.19,118830.6083,50978.26143,18424.24053,53609.93389,118830.6083,5042510.316,6.954255548,1.791557114,10.06574323,0.035112049,38389.54445,9301.313033,52009.30271,176.4879315,1,5082233.413,123012.4358
2003,3,5112438.68,1.73,27.55,89.38,8.49,184442.8075,103958.3024,37493.69608,47272.52069,184442.8075,8218233.283,9.526018086,2.054729345,12.24660995,0.041318519,77589.56082,18414.69904,104100.5232,362.2378265,1,9016126.441,188724.5192
2018,10,2390903.85,327.25,26.54,93.1,12.15,101629.4716,39311.61397,14394.45408,47434.22447,101629.4716,4283704.072,6.744195169,1.792954339,9.330356764,0.031206174,29972.88203,7334.713761,41566.94089,144.7479598,1,4260989.145,101140.2925
2016,3,2639356.13,22.22,28.04,91.49,11.35,96428.39265,49980.66671,17895.61628,24854.77406,96428.39265,4883743.22,10.62928982,2.331972286,14.01288682,0.04751216,49001.62216,12046.61209,72392.00326,229.0085468,1,4682525.7,92731.05705
2013,3,4442477.47,2.51,27.8,86.31,12.81,160447.931,88488.35683,31796.03192,40243.84015,160447.931,7329837.838,15.50353083,3.665095477,20.23433328,0.073688625,116141.7323,27184.18313,152573.3696,551.309708,1,7766413.154,160528.2289
2009,5,2328585.83,144.79,27.79,86.44,21.47,90740.74162,42189.76385,15162.06188,32673.29572,90740.74162,3781225.08,10.46710542,2.407402836,13.72165575,0.049529362,36182.11149,9413.341488,54670.43348,182.3186013,1,3696799.858,90025.12145
2016,2,1571869.76,617.1,26.94,97.68,11.38,76008.82595,23436.4333,8530.016397,43561.72749,76008.82595,2908719.808,7.693114735,2.041364569,11.42303633,0.039710636,24066.49825,5600.027707,32712.98934,114.2225272,1,2837329.708,75528.17718
2009,10,2485977.78,353.43,27.24,94.49,24.89,107141.6288,41710.87403,15113.1831,52275.55576,107141.6288,4246257.834,7.232966784,1.629215139,9.678855686,0.03341017,29247.22548,6921.447167,39440.80781,144.2707564,1,4447704.279,109099.6129
2024,12,2344262.5,137.92,26.68,87.28,13.39,90780.35491,45850.03897,16753.1566,35382.66673,90780.35491,3898335.018,10.85467257,2.590595274,13.99404383,0.051982333,42398.51227,9609.271522,53754.4956,200.5796839,1,4109648.447,97985.8623
2026,1,2605167.57,333.13,26.68,95.14,16.09,111079.0325,42102.03192,15383.67141,51259.35463,111079.0325,4321595.636,7.229400991,1.693530947,8.731757301,0.030968056,29326.98874,6867.160035,42881.65665,141.9071411,1,4669415.514,108745.058
2025,8,3717628.73,10.46,27.95,85.22,15.5,134914.4795,76685.89588,27493.99095,36164.90834,134914.4795,6553292.055,12.55865971,3.074772247,17.41581037,0.060899752,81079.4946,17919.49049,110397.9461,379.7778639,1,6412579.352,140344.7952
2016,6,2610072.97,145.78,28.14,91.33,13.35,101848.7933,45108.69758,16127.38448,34853.29379,101848.7933,4641510.768,10.28840403,2.369809399,13.36459474,0.044771005,45973.18072,11033.46514,62875.96226,215.6807907,1,4628485.899,96089.37585
2016,11,2435135.67,369.74,27.67,93.45,20.61,105846.6062,41502.75266,14941.74552,53205.68807,105846.6062,4177510.028,9.877394236,2.483762137,13.82253756,0.048917019,43847.54616,10198.36263,57361.05884,206.6172567,1,4344079.107,109650.1862
2012,11,3581339.68,52,27.06,90.7,16.87,132646.6508,66721.88122,24240.68564,38179.07989,132646.6508,6720645.706,10.13481439,2.605191188,14.47589876,0.050186618,74072.29753,15578.71635,90975.51083,316.8514448,1,6339568.124,129141.6468
2017,1,2951888.37,406.79,27.02,97.56,13.73,130317.3677,46025.07699,16731.37222,63452.68344,130317.3677,5102084.678,6.265824918,1.4434408,9.143781217,0.02811308,32717.15451,8101.745287,43974.24437,154.9016606,1,5326584.167,126209.1327
2000,3,3474627.01,6.28,27.88,84.56,11.53,125781.4455,68046.72205,24421.89357,31485.92628,125781.4455,6580192.443,14.00612156,3.514971639,20.21602962,0.067615951,93787.34351,23568.59895,133898.9003,461.8759105,1,6043997.863,123954.5419
2009,8,4549320.35,4,27.34,82.17,11.61,164242.8653,90346.39462,32686.53309,41675.32969,164242.8653,7717775.77,13.1426919,3.381613134,16.67985785,0.061729323,103215.6838,24423.67467,141344.8155,496.3901736,1,7859026.727,164708.2574
2023,12,2638477.93,697.81,27.16,92.16,21.74,131909.9508,39324.68801,14265.64899,80049.01452,131909.9508,4797094.862,7.090701099,1.739662799,9.833071936,0.034457185,35017.66012,8510.646833,46176.43725,164.0292533,1,4689806.571,133639.3515
2016,12,1640144.74,281.91,27.01,92.53,20.53,68299.94028,26753.35456,9727.033513,29297.217,68299.94028,2911651.348,8.494708391,2.129880657,12.1345862,0.040716626,25472.28914,5924.776639,32503.52622,121.0971929,1,2918336.872,65777.60508
2010,1,1289128.18,249.67,26.67,96.87,14.07,52807.64022,23070.10102,8430.860404,23694.40624,52807.64022,2304055.152,5.788306148,1.343185761,7.792667971,0.026725605,12643.50315,2943.21688,16775.71887,59.75725008,1,2321741.338,55195.36766
2020,5,2066425.45,56.2,27.99,81.68,12.83,76894.29142,41598.45246,14905.36531,23867.2162,76894.29142,3616448.274,13.20462421,3.286994059,17.51744896,0.067907628,48088.16653,11609.4131,68403.13005,230.0347982,1,3564721.663,80371.03397
2023,5,1997926.68,156.08,28.69,88.42,13.54,78479.41938,37493.76683,13297.01763,29592.51274,78479.41938,3280026.061,7.905091726,1.89485279,10.03995928,0.034823175,24849.79103,6308.923421,35321.48279,125.280009,1,3513886.847,80383.29721
2010,8,4870708.14,11.93,27.63,83.34,13.45,176755.0145,96530.46353,34773.37831,46059.51291,176755.0145,8483663.232,11.58042894,2.927637942,16.8434201,0.058268054,105679.9395,25943.72901,135549.371,494.8375908,1,8442723.133,177363.3548
2006,3,3069657.05,13.52,27.81,88.74,17.88,111546.5686,62162.98089,22333.36988,29803.88211,111546.5686,4784634.322,12.78650606,3.049088814,16.97263511,0.057369601,59557.87719,14788.75132,80084.24941,289.8337552,1,4687714.348,114300.2329
2002,6,2161548.89,113.41,27.95,90.25,23.22,82904.82139,38394.66748,13765.53834,26964.10858,82904.82139,2768633.715,10.98511632,2.781731112,16.44977983,0.055345504,33632.2045,8140.877748,44265.72905,160.1630575,1,3033981.743,79124.3144
2006,12,1596111.25,524,26.72,98.6,17.71,74168.49677,23828.89879,8701.600827,39374.74374,74168.49677,2644625.849,6.569079653,1.479660147,8.395713445,0.02843739,17109.68068,4003.921862,23325.9206,77.24775394,1,2888429.325,71905.24336
2022,5,3553292.77,263.01,28.8,91.62,17.3,147229.3105,60797.71861,21527.03146,62295.19273,147229.3105,6337274.291,8.402923548,2.12513012,11.26102276,0.04073659,54990.48583,13332.09884,74077.62443,266.5756527,1,6306265.565,144619.9428
2008,12,2453838.2,187.95,27.4,92.17,39.32,97653.42508,42665.68992,15422.26276,37394.16773,97653.42508,2274746.831,12.19222965,2.883707412,16.68894714,0.053447196,29134.19113,6633.858092,37513.69968,132.0369199,1,2339546.565,95482.1204
2014,9,2665694.71,465.73,31.77,83.19,8.36,122041.3047,46519.79899,15786.74868,65685.70122,122041.3047,4577468.103,6.797957716,1.610784409,9.134087277,0.032426644,29888.84967,7394.197238,39297.60267,146.1276403,1,4618627.083,127992.2489
2015,3,3815524.42,15.69,28.41,88.44,18.41,139034.7654,75426.09062,26859.58901,36208.40471,139034.7654,5218160.887,11.81660313,3.065504097,16.97240347,0.055818722,67418.22294,16232.40453,88982.00583,305.8835365,1,5558148.291,138494.0843
2011,2,1405654.6,74.42,27.32,88.63,21.53,52729.70695,26747.18969,9679.787814,16602.04607,52729.70695,2033381.68,14.39320712,3.353248293,19.34829462,0.068407632,28488.90241,6727.441316,38270.34005,129.6472602,1,2029224.787,53029.02358
2018,5,4572257.44,227.58,28.49,89.39,23.2,186066.8057,79177.42347,28162.36157,75260.39101,186066.8057,7692194.232,8.629270049,1.958656618,11.185775,0.040080577,66006.09012,14993.72834,89118.38006,293.6908395,1,7456147.213,182600.1761
2020,11,2860792.65,451.33,27.32,97.95,18.84,128932.1348,43568.88991,15767.54846,64186.73338,128932.1348,5211954.006,8.644370538,1.969356372,11.36964906,0.039565191,44559.1634,10108.82123,58652.05775,214.0976551,1,5167783.523,123523.1718
2024,11,2538110.3,41.62,27.52,87.78,16.27,93590.52605,48215.66104,17397.26895,26272.05078,93590.52605,4239605.056,12.34402264,2.752652965,16.25220089,0.059840287,49525.69333,13312.86623,70387.81936,247.2632372,1,4455821.839,91884.98077
2005,6,3160712.68,104.02,28.52,85.18,16.72,120804.1047,58160.32701,20677.75696,39290.32295,120804.1047,5433191.233,12.47436668,3.022960475,16.68073628,0.059304549,67544.15866,15966.93911,93213.44129,316.7554436,1,5507752.559,118128.4069
2019,2,2928633.93,301.56,27.28,95.22,16.55,123185.1933,48363.98866,17513.3489,54899.97047,123185.1933,5568043.687,8.098150293,1.991518471,10.71025386,0.039511572,42968.70195,11143.96252,65014.52287,217.7725464,1,5250357.289,120777.308
